Gene_model,Gene_type,Description
AT1G17870,protein_coding,"Description: S2P-like putative metalloprotease; also contain transmembrane helices near their C-termini and many of them, five of seven, contain a conserved zinc-binding motif HEXXH. Homolog of EGY1. Each of the EGY1 and EGY-like proteins share two additional highly conserved motifs, the previously reported NPDG motif (aa 442?454 in EGY1, Rudner et al., 1999) and a newly defined GNLR motif (aa 171?179 in EGY1). The GNLR motif is a novel signature motif unique to EGY1 and EGY-like proteins as well as other EGY1 orthologs found in cyanobacteria. Mediates chloroplastic ROS homeostasis  and promotes retrograde signaling  in response to salt stress., Other Name: ATEGY3;EGY3;ETHYLENE-DEPENDENT GRAVITROPISM-DEFICIENT AND YELLOW-GREEN-LIKE 3, Keywords: response to salt stress;mitochondrion;protein binding;LP.04 four leaves visible stage;LP.06 six leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;carpel;cauline leaf;collective leaf structure;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;plant embryo;plant sperm cell;pollen;root;seed;sepal;shoot apex;stamen;stem;vascular leaf,"
AT1G20800,protein_coding,"Description: F-box family protein, Other Name: N/A, Keywords: biological_process;mitochondrion;molecular_function;LP.04 four leaves visible stage;flowering stage;petal differentiation and expansion stage;plant embryo cotyledonary stage;carpel;cauline leaf;collective leaf structure;flower;petal;seed;sepal;shoot apex;stem;synergid;vascular leaf,"
AT1G17960,protein_coding,"Description: Threonyl-tRNA synthetase;(source:Araport11), Other Name: N/A, Keywords: threonyl-tRNA aminoacylation;chloroplast;mitochondrion;cytoplasm;threonine-tRNA ligase activity;flowering stage;flower pedicel;guard cell;inflorescence meristem;root,"
AT1G20720,protein_coding,"Description: RAD3-like DNA-binding helicase protein;(source:Araport11), Other Name: N/A, Keywords: double-strand break repair involved in meiotic recombination;nucleobase-containing compound metabolic process;nucleotide-excision repair;nucleus;mitochondrion;nucleus;ATP binding;DNA binding;DNA helicase activity;helicase activity;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleic acid binding;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;collective leaf structure;flower;flower pedicel;plant embryo;plant sperm cell;root;seed;shoot apex,"
AT1G17800,protein_coding,"Description: early nodulin-like protein 22;(source:Araport11), Other Name: AtENODL22;ENODL22;early nodulin-like protein 22, Keywords: biological_process;plasma membrane;extracellular region;electron transfer activity;LP.02 two leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;vascular leaf senescent stage;collective leaf structure;flower;pollen tube cell;shoot system;stamen;stem;vascular leaf,"
AT1G49940,protein_coding,"Description: hypothetical protein;(source:Araport11), Other Name: N/A, Keywords: biological_process;chloroplast;molecular_function;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;collective leaf structure;flower;flower pedicel;guard cell;plant embryo;plant sperm cell;root;seed;sepal;shoot apex;vascular leaf,"
AT1G20840,protein_coding,"Description: The protein encoded by this gene is found in the tonoplast (vacuole membrane) of Arabidopsis cells. The gene is expressed at highest levels in juvenile (sink) and adult (source) leaves; followed by flower tissues., Other Name: AtTMT1;TMT1;TONOPLAST MONOSACCHARIDE TRANSPORTER1;TST1, Keywords: response to nematode;response to cold;response to fructose;response to glucose;response to salt;response to sucrose;response to water deprivation;transmembrane transport;membrane;nucleus;plant-type vacuole;plant-type vacuole membrane;kinase binding;nucleoside transmembrane transporter activity;transmembrane transporter activity;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;adult vascular leaf;carpel;cauline leaf;collective leaf structure;cotyledon;cultured plant cell;filament;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;juvenile vascular leaf;leaf apex;leaf lamina base;mesophyll cell;petal;petiole;plant embryo;plant sperm cell;pollen;pollen tube cell;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G72560,protein_coding,"Description: Encodes a karyopherin; specifically the Arabidopsis ortholog of LOS1/XPOT, a protein that mediates nuclear export of tRNAs in yeast and mammals.  PSD is capable of rescuing the tRNA export defect of los1 in S. cerevisiae. psd mutants display disrupted initiation of the shoot apical meristem and delay leaf initiation after germination; they also display delayed transition from vegetative to reproductive development., Other Name: HEN5;PAUSED;PSD, Keywords: flower development;meristem initiation;tRNA export from nucleus;tRNA re-export from nucleus;cytoplasm;nuclear matrix;nuclear pore;nuclear pore;nuclear export signal receptor activity;small GTPase binding;tRNA binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G22110,protein_coding,"Description: structural constituent of ribosome;(source:Araport11), Other Name: N/A, Keywords: nucleus;molecular_function;L mature pollen stage;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;carpel;collective leaf structure;flower;petal;pollen;pollen tube cell;sepal,"
AT1G22150,protein_coding,"Description: sulfate transporter Sultr1;3, Other Name: SULTR1;3;sulfate transporter 1;3, Keywords: plasma membrane;chloroplast;secondary active sulfate transmembrane transporter activity;sulfate transmembrane transporter activity;flowering stage;petal differentiation and expansion stage;collective leaf structure;flower;petal;plant sperm cell;pollen tube cell,"
AT1G74100,protein_coding,"Description: encodes a desulfoglucosinolate sulfotransferase; involved in the final step of glucosinolate core structure biosynthesis. Has a broad-substrate specificity with different desulfoglucosinolates, the best substrate is indole-3-methyl-dsGS, followed by benzyl-dsGS. Expression was induced by wounding, jasmonate and ethylene stimulates., Other Name: ARABIDOPSIS SULFOTRANSFERASE 5A;ATSOT16;ATST5A;CORI-7;CORONATINE INDUCED-7;SOT16;SULFOTRANSFERASE 16, Keywords: glucosinolate biosynthetic process;response to jasmonic acid stimulus involved in jasmonic acid and ethylene-dependent systemic resistance;sulfation;cytoplasm;cytoplasm;mitochondrion;aromatic desulfoglucosinolate sulfotransferase activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;non-hair root epidermal cell;petal;petiole;plant embryo;pollen;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G77390,protein_coding,"Description: Encodes a core cell cycle gene involved in meiosis II during microsporogenesis. Recessive mutants exhibit delayed and asynchronous meiosis in pollen mother cell populations and uncoordinated nuclear division and cytokinesis resulting in dyad microspores., Other Name: CYCA1;CYCA1;2;CYCLIN A1;CYCLIN A1;2;DYP;TAM;TARDY ASYNCHRONOUS MEIOSIS, Keywords: male meiotic nuclear division;meiosis II;microsporogenesis;regulation of meiotic cell cycle;G1/S transition of mitotic cell cycle;cytoplasm;nucleus;cytoplasm;nucleus;cyclin-dependent protein kinase holoenzyme complex;cyclin-dependent protein serine/threonine kinase regulator activity;protein binding;L mature pollen stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;collective leaf structure;flower;flower pedicel;guard cell;petal;petiole;plant embryo;plant sperm cell;pollen;pollen tube cell;seed;sepal;shoot apex;vascular leaf,"
AT1G74010,protein_coding,"Description: Calcium-dependent phosphotriesterase superfamily protein;(source:Araport11), Other Name: N/A, Keywords: biosynthetic process;extracellular region;mitochondrion;plant-type cell wall;plasma membrane;hydrolase activity;strictosidine synthase activity;L mature pollen stage;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;plant embryo globular stage;carpel;endosperm;flower;guard cell;hypocotyl;petal;plant embryo;pollen;pollen tube cell;root;rosette leaf;sepal;stamen;stem;pollen,"
AT1G77320,protein_coding,"Description: Mutant is defective in meiosis and produces abnormal microspores. Encodes a BRCT-domain-containing protein that could be specific to the meiotic cell cycle and that plays a crucial role in some DNA repair events independent of SPO11 DSB recombination repair., Other Name: MEI1;meiosis defective 1, Keywords: DNA damage response;female meiotic nuclear division;male meiotic nuclear division;reciprocal meiotic recombination;DNA replication initiation;mitotic DNA replication checkpoint signaling;mitotic G2 DNA damage checkpoint signaling;nucleus;molecular_function;guard cell,"
AT1G74000,protein_coding,"Description: encodes a protein similar to strictosidine synthase; which is involved in the production of monoterpene indole alkaloids. This gene belongs to a family of 13 members in Arabidopsis., Other Name: SS3;STRICTOSIDINE SYNTHASE 3, Keywords: biosynthetic process;chloroplast;plant-type cell wall;hydrolase activity;strictosidine synthase activity;strictosidine synthase activity;L mature pollen stage;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;collective leaf structure;flower;guard cell;hypocotyl;petal;pollen;pollen tube cell;sepal,"
AT1G49960,protein_coding,"Description: Xanthine/uracil permease family protein;(source:Araport11), Other Name: N/A, Keywords: transmembrane transport;cellular_component;transmembrane transporter activity;flowering stage;petal differentiation and expansion stage;plant embryo bilateral stage;carpel;hypocotyl;plant embryo;pollen;root;sepal;shoot apex;stamen;stem,"
AT1G63440,protein_coding,"Description: The Arabidopsis P-type ATPase HMA5 is involved in Cu detoxification. hma5 mutant plants exhibit Cu hypersensitivity;  which is especially dramatic in roots where  HMA5 is mostly expressed., Other Name: ATHMP12;HEAVY METAL ASSOCIATED PROTEIN 12;HEAVY METAL ATPASE 5;HMA5, Keywords: detoxification of copper ion;response to copper ion;detoxification of copper ion;transmembrane transport;plasma membrane;plasma membrane;ATP hydrolysis activity;P-type ion transporter activity;P-type monovalent copper transporter activity;copper ion binding;L mature pollen stage;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;carpel;flower;guard cell;hypocotyl;plant sperm cell;pollen;root;stamen;stem,"
AT1G32120,protein_coding,"Description: serine/threonine-protein phosphatase 7 long form-like protein;(source:Araport11), Other Name: N/A, Keywords: meristem maintenance;nucleus;molecular_function;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo cotyledonary stage;plant embryo globular stage;carpel;collective leaf structure;flower;flower pedicel;guard cell;hypocotyl;plant embryo;root;seed;sepal;shoot apex;stamen;stem;vascular leaf,"
